timestamp,gpu_util_pct,mem_used_mib,power_w,temp_c
2026/04/25 11:42:05.305, 96, [N/A], 56.24, 73
2026/04/25 11:42:10.359, 95, [N/A], 53.57, 70
2026/04/25 11:42:15.540, 96, [N/A], 61.47, 73
2026/04/25 11:42:20.579, 96, [N/A], 57.22, 72
2026/04/25 11:42:25.630, 96, [N/A], 51.97, 68
2026/04/25 11:42:30.672, 95, [N/A], 55.19, 71
2026/04/25 11:42:35.710, 96, [N/A], 61.63, 71
2026/04/25 11:42:40.752, 96, [N/A], 56.90, 74
2026/04/25 11:42:45.806, 96, [N/A], 60.04, 74
2026/04/25 11:42:50.855, 96, [N/A], 57.45, 76
2026/04/25 11:42:55.945, 96, [N/A], 53.49, 78
2026/04/25 11:43:01.006, 96, [N/A], 55.65, 72
2026/04/25 11:43:06.050, 96, [N/A], 57.49, 71
2026/04/25 11:43:11.104, 96, [N/A], 58.74, 75
2026/04/25 11:43:16.157, 96, [N/A], 58.12, 73
2026/04/25 11:43:21.211, 96, [N/A], 54.62, 73
2026/04/25 11:43:26.269, 96, [N/A], 56.94, 75
2026/04/25 11:43:31.338, 96, [N/A], 54.10, 69
2026/04/25 11:43:36.390, 96, [N/A], 56.66, 74
2026/04/25 11:43:41.449, 95, [N/A], 35.24, 70
2026/04/25 11:43:46.500, 96, [N/A], 57.00, 72
2026/04/25 11:43:51.550, 96, [N/A], 56.51, 74
2026/04/25 11:43:56.590, 96, [N/A], 55.21, 72
2026/04/25 11:44:01.661, 96, [N/A], 56.47, 72
2026/04/25 11:44:06.793, 96, [N/A], 54.89, 70
2026/04/25 11:44:11.858, 96, [N/A], 59.53, 71
2026/04/25 11:44:16.928, 96, [N/A], 58.30, 76
2026/04/25 11:44:21.988, 96, [N/A], 58.95, 74
2026/04/25 11:44:27.042, 96, [N/A], 56.61, 77
2026/04/25 11:44:32.096, 96, [N/A], 52.54, 69
2026/04/25 11:44:37.146, 96, [N/A], 56.29, 74
2026/04/25 11:44:42.174, 96, [N/A], 57.04, 74
2026/04/25 11:44:47.236, 96, [N/A], 61.45, 75
2026/04/25 11:44:52.298, 96, [N/A], 59.57, 75
2026/04/25 11:44:57.348, 96, [N/A], 60.11, 73
2026/04/25 11:45:02.406, 96, [N/A], 59.27, 74
2026/04/25 11:45:07.460, 96, [N/A], 57.63, 73
2026/04/25 11:45:12.504, 96, [N/A], 52.22, 68
2026/04/25 11:45:17.558, 96, [N/A], 56.24, 72
2026/04/25 11:45:22.662, 96, [N/A], 58.98, 72
2026/04/25 11:45:27.731, 96, [N/A], 57.23, 73
2026/04/25 11:45:32.792, 13, [N/A], 32.78, 70
2026/04/25 11:45:37.884, 96, [N/A], 52.79, 75
2026/04/25 11:45:42.930, 96, [N/A], 54.73, 73
2026/04/25 11:45:47.967, 96, [N/A], 55.11, 73
2026/04/25 11:45:53.003, 96, [N/A], 55.26, 73
2026/04/25 11:45:58.050, 96, [N/A], 54.64, 73
2026/04/25 11:46:03.101, 96, [N/A], 53.93, 74
2026/04/25 11:46:08.150, 96, [N/A], 52.74, 74
2026/04/25 11:46:13.202, 96, [N/A], 52.75, 72
2026/04/25 11:46:18.274, 96, [N/A], 52.28, 72
2026/04/25 11:46:23.331, 95, [N/A], 51.98, 73
2026/04/25 11:46:28.390, 95, [N/A], 53.17, 71
2026/04/25 11:46:33.428, 96, [N/A], 55.30, 72
2026/04/25 11:46:38.478, 95, [N/A], 52.03, 72
2026/04/25 11:46:43.526, 96, [N/A], 53.10, 71
2026/04/25 11:46:48.647, 96, [N/A], 57.27, 72
2026/04/25 11:46:53.719, 30, [N/A], 37.37, 76
2026/04/25 11:46:58.770, 95, [N/A], 55.18, 73
2026/04/25 11:47:03.816, 96, [N/A], 59.05, 69
2026/04/25 11:47:08.893, 96, [N/A], 58.60, 71
2026/04/25 11:47:13.971, 96, [N/A], 57.17, 73
2026/04/25 11:47:19.025, 96, [N/A], 51.87, 68
2026/04/25 11:47:24.074, 95, [N/A], 51.32, 68
2026/04/25 11:47:29.112, 95, [N/A], 55.91, 72
2026/04/25 11:47:34.152, 94, [N/A], 60.88, 74
2026/04/25 11:47:39.196, 95, [N/A], 58.82, 72
2026/04/25 11:47:44.248, 95, [N/A], 57.04, 74
2026/04/25 11:47:49.312, 96, [N/A], 53.50, 70
2026/04/25 11:47:54.364, 95, [N/A], 55.03, 73
2026/04/25 11:47:59.439, 96, [N/A], 60.24, 73
2026/04/25 11:48:04.468, 96, [N/A], 61.59, 72
2026/04/25 11:48:09.501, 96, [N/A], 59.95, 74
2026/04/25 11:48:14.614, 96, [N/A], 57.41, 78
2026/04/25 11:48:19.669, 96, [N/A], 58.82, 74
2026/04/25 11:48:24.732, 96, [N/A], 60.47, 74
2026/04/25 11:48:29.786, 96, [N/A], 61.36, 74
2026/04/25 11:48:34.853, 96, [N/A], 61.74, 76
2026/04/25 11:48:39.923, 9, [N/A], 31.32, 68
2026/04/25 11:48:44.994, 96, [N/A], 61.30, 70
2026/04/25 11:48:50.063, 96, [N/A], 56.43, 70
2026/04/25 11:48:55.132, 96, [N/A], 63.72, 78
2026/04/25 11:49:00.224, 96, [N/A], 61.58, 74
2026/04/25 11:49:05.298, 96, [N/A], 64.28, 75
2026/04/25 11:49:10.360, 96, [N/A], 61.19, 72
2026/04/25 11:49:15.412, 96, [N/A], 56.03, 69
2026/04/25 11:49:20.455, 96, [N/A], 59.27, 75
2026/04/25 11:49:25.515, 96, [N/A], 61.14, 73
2026/04/25 11:49:30.577, 96, [N/A], 57.25, 76
2026/04/25 11:49:35.629, 96, [N/A], 62.98, 73
2026/04/25 11:49:40.685, 96, [N/A], 55.69, 74
2026/04/25 11:49:45.734, 96, [N/A], 59.29, 75
2026/04/25 11:49:50.802, 96, [N/A], 61.49, 74
2026/04/25 11:49:55.854, 96, [N/A], 57.18, 72
2026/04/25 11:50:00.913, 96, [N/A], 63.41, 74
2026/04/25 11:50:05.973, 96, [N/A], 60.71, 75
2026/04/25 11:50:11.018, 96, [N/A], 58.33, 73
2026/04/25 11:50:16.072, 96, [N/A], 60.83, 76
2026/04/25 11:50:21.152, 96, [N/A], 60.50, 74
2026/04/25 11:50:26.220, 96, [N/A], 63.60, 76
2026/04/25 11:50:31.296, 96, [N/A], 60.61, 74
2026/04/25 11:50:36.377, 96, [N/A], 58.38, 73
2026/04/25 11:50:41.435, 96, [N/A], 63.04, 75
2026/04/25 11:50:46.492, 96, [N/A], 60.19, 73
2026/04/25 11:50:51.600, 31, [N/A], 27.67, 67
2026/04/25 11:50:56.639, 96, [N/A], 54.55, 74
2026/04/25 11:51:01.688, 96, [N/A], 54.78, 73
2026/04/25 11:51:06.758, 96, [N/A], 54.58, 73
2026/04/25 11:51:11.853, 96, [N/A], 54.80, 68
2026/04/25 11:51:16.906, 96, [N/A], 55.08, 68
2026/04/25 11:51:21.972, 96, [N/A], 54.77, 74
2026/04/25 11:51:27.019, 96, [N/A], 54.61, 73
2026/04/25 11:51:32.073, 96, [N/A], 54.86, 72
2026/04/25 11:51:37.127, 96, [N/A], 54.84, 73
2026/04/25 11:51:42.179, 96, [N/A], 54.79, 73
2026/04/25 11:51:47.240, 96, [N/A], 54.75, 73
2026/04/25 11:51:52.312, 89, [N/A], 37.64, 73
2026/04/25 11:51:57.363, 96, [N/A], 53.12, 72
2026/04/25 11:52:02.427, 96, [N/A], 64.46, 72
2026/04/25 11:52:07.493, 96, [N/A], 60.08, 74
2026/04/25 11:52:12.554, 96, [N/A], 58.14, 72
2026/04/25 11:52:17.616, 96, [N/A], 61.04, 74
2026/04/25 11:52:22.674, 96, [N/A], 59.84, 73
2026/04/25 11:52:27.721, 96, [N/A], 63.07, 77
2026/04/25 11:52:32.773, 96, [N/A], 68.92, 74
2026/04/25 11:52:37.828, 96, [N/A], 59.32, 74
2026/04/25 11:52:42.871, 96, [N/A], 58.53, 73
2026/04/25 11:52:47.932, 96, [N/A], 59.52, 74
2026/04/25 11:52:53.007, 96, [N/A], 63.57, 77
2026/04/25 11:52:58.061, 96, [N/A], 67.62, 75
2026/04/25 11:53:03.121, 96, [N/A], 59.36, 76
2026/04/25 11:53:08.219, 95, [N/A], 56.19, 72
2026/04/25 11:53:13.281, 96, [N/A], 62.35, 75
2026/04/25 11:53:18.351, 96, [N/A], 60.42, 73
2026/04/25 11:53:23.436, 96, [N/A], 63.40, 75
2026/04/25 11:53:28.498, 96, [N/A], 60.59, 73
2026/04/25 11:53:33.556, 96, [N/A], 58.47, 73
2026/04/25 11:53:38.615, 96, [N/A], 61.43, 75
2026/04/25 11:53:43.674, 96, [N/A], 59.84, 73
2026/04/25 11:53:48.734, 96, [N/A], 63.69, 77
2026/04/25 11:53:53.784, 96, [N/A], 67.06, 74
2026/04/25 11:53:58.839, 96, [N/A], 59.76, 74
2026/04/25 11:54:03.893, 27, [N/A], 35.18, 70
2026/04/25 11:54:08.957, 96, [N/A], 54.76, 73
2026/04/25 11:54:14.023, 96, [N/A], 54.21, 77
2026/04/25 11:54:19.126, 96, [N/A], 54.42, 68
2026/04/25 11:54:24.153, 96, [N/A], 54.51, 68
2026/04/25 11:54:29.233, 96, [N/A], 55.11, 76
2026/04/25 11:54:34.295, 95, [N/A], 54.73, 77
2026/04/25 11:54:39.373, 96, [N/A], 54.81, 74
2026/04/25 11:54:44.427, 96, [N/A], 54.51, 73
2026/04/25 11:54:49.482, 96, [N/A], 54.90, 73
2026/04/25 11:54:54.546, 96, [N/A], 54.67, 72
2026/04/25 11:54:59.596, 96, [N/A], 54.76, 72
2026/04/25 11:55:04.662, 96, [N/A], 54.21, 72
2026/04/25 11:55:09.782, 96, [N/A], 44.57, 71
2026/04/25 11:55:14.851, 96, [N/A], 61.70, 74
2026/04/25 11:55:19.907, 96, [N/A], 61.97, 74
2026/04/25 11:55:24.973, 96, [N/A], 61.44, 76
2026/04/25 11:55:30.036, 96, [N/A], 62.10, 73
2026/04/25 11:55:35.105, 96, [N/A], 61.98, 73
2026/04/25 11:55:40.200, 96, [N/A], 56.33, 77
2026/04/25 11:55:45.243, 96, [N/A], 57.89, 75
2026/04/25 11:55:50.297, 96, [N/A], 60.27, 76
2026/04/25 11:55:55.363, 96, [N/A], 61.06, 74
2026/04/25 11:56:00.420, 96, [N/A], 61.45, 74
2026/04/25 11:56:05.479, 96, [N/A], 61.97, 74
2026/04/25 11:56:10.535, 96, [N/A], 60.66, 75
2026/04/25 11:56:15.614, 96, [N/A], 62.28, 72
2026/04/25 11:56:20.702, 96, [N/A], 62.07, 74
2026/04/25 11:56:25.827, 96, [N/A], 57.15, 78
2026/04/25 11:56:30.874, 96, [N/A], 58.38, 76
2026/04/25 11:56:35.934, 96, [N/A], 60.60, 75
2026/04/25 11:56:40.991, 96, [N/A], 61.33, 76
2026/04/25 11:56:46.053, 96, [N/A], 61.84, 74
2026/04/25 11:56:51.149, 96, [N/A], 50.83, 73
2026/04/25 11:56:56.193, 96, [N/A], 54.01, 68
2026/04/25 11:57:01.266, 96, [N/A], 55.97, 74
2026/04/25 11:57:06.341, 95, [N/A], 56.49, 73
2026/04/25 11:57:11.377, 96, [N/A], 56.85, 71
2026/04/25 11:57:16.438, 96, [N/A], 55.97, 72
2026/04/25 11:57:21.491, 96, [N/A], 53.73, 69
2026/04/25 11:57:26.554, 96, [N/A], 55.94, 74
2026/04/25 11:57:31.603, 96, [N/A], 56.57, 73
2026/04/25 11:57:36.642, 96, [N/A], 54.13, 71
2026/04/25 11:57:41.695, 96, [N/A], 55.94, 73
2026/04/25 11:57:46.763, 96, [N/A], 56.63, 73
2026/04/25 11:57:51.918, 96, [N/A], 55.69, 69
2026/04/25 11:57:56.980, 96, [N/A], 55.07, 74
2026/04/25 11:58:02.050, 47, [N/A], 31.85, 68
2026/04/25 11:58:07.108, 96, [N/A], 61.35, 75
2026/04/25 11:58:12.161, 96, [N/A], 59.77, 76
2026/04/25 11:58:17.213, 96, [N/A], 60.84, 76
2026/04/25 11:58:22.276, 96, [N/A], 55.49, 73
2026/04/25 11:58:27.352, 96, [N/A], 55.69, 70
2026/04/25 11:58:32.420, 96, [N/A], 55.05, 71
2026/04/25 11:58:37.515, 96, [N/A], 53.15, 71
2026/04/25 11:58:42.555, 96, [N/A], 58.31, 74
2026/04/25 11:58:47.633, 96, [N/A], 58.46, 75
2026/04/25 11:58:52.698, 96, [N/A], 60.77, 77
2026/04/25 11:58:57.763, 96, [N/A], 60.99, 74
2026/04/25 11:59:02.815, 96, [N/A], 61.14, 75
2026/04/25 11:59:07.863, 96, [N/A], 61.90, 76
2026/04/25 11:59:12.915, 96, [N/A], 62.01, 74
2026/04/25 11:59:17.987, 96, [N/A], 60.87, 76
2026/04/25 11:59:23.035, 96, [N/A], 62.71, 72
2026/04/25 11:59:28.088, 96, [N/A], 55.60, 70
2026/04/25 11:59:33.150, 96, [N/A], 57.38, 77
2026/04/25 11:59:38.196, 96, [N/A], 58.65, 80
2026/04/25 11:59:43.254, 43, [N/A], 34.65, 69
2026/04/25 11:59:48.306, 96, [N/A], 57.44, 74
2026/04/25 11:59:53.366, 96, [N/A], 57.11, 75
2026/04/25 11:59:58.417, 96, [N/A], 57.49, 74
2026/04/25 12:00:03.474, 96, [N/A], 57.44, 74
2026/04/25 12:00:08.535, 96, [N/A], 58.54, 75
2026/04/25 12:00:13.592, 96, [N/A], 59.06, 73
2026/04/25 12:00:18.638, 96, [N/A], 58.79, 73
2026/04/25 12:00:23.759, 95, [N/A], 56.41, 70
2026/04/25 12:00:28.812, 96, [N/A], 57.46, 78
2026/04/25 12:00:33.865, 96, [N/A], 57.42, 76
2026/04/25 12:00:38.916, 96, [N/A], 57.56, 75
2026/04/25 12:00:43.971, 96, [N/A], 57.83, 75
2026/04/25 12:00:49.013, 96, [N/A], 59.08, 74
2026/04/25 12:00:54.084, 96, [N/A], 59.32, 75
2026/04/25 12:00:59.141, 10, [N/A], 33.98, 71
2026/04/25 12:01:04.202, 96, [N/A], 45.55, 71
2026/04/25 12:01:09.317, 96, [N/A], 45.01, 67
2026/04/25 12:01:14.374, 96, [N/A], 45.49, 67
2026/04/25 12:01:19.453, 96, [N/A], 44.73, 67
2026/04/25 12:01:24.504, 96, [N/A], 44.51, 67
2026/04/25 12:01:29.567, 96, [N/A], 44.92, 67
2026/04/25 12:01:34.622, 96, [N/A], 44.88, 67
2026/04/25 12:01:39.675, 95, [N/A], 33.61, 69
2026/04/25 12:01:44.739, 96, [N/A], 53.79, 70
2026/04/25 12:01:49.814, 96, [N/A], 54.36, 74
2026/04/25 12:01:54.859, 96, [N/A], 53.22, 67
2026/04/25 12:01:59.904, 96, [N/A], 55.13, 71
2026/04/25 12:02:04.975, 96, [N/A], 54.00, 72
2026/04/25 12:02:10.064, 96, [N/A], 57.14, 71
2026/04/25 12:02:15.193, 96, [N/A], 56.40, 71
2026/04/25 12:02:20.255, 95, [N/A], 53.77, 68
2026/04/25 12:02:25.306, 96, [N/A], 55.57, 70
2026/04/25 12:02:30.373, 96, [N/A], 54.99, 73
2026/04/25 12:02:35.435, 96, [N/A], 54.69, 75
2026/04/25 12:02:40.510, 96, [N/A], 57.51, 71
2026/04/25 12:02:45.576, 96, [N/A], 56.25, 72
2026/04/25 12:02:50.627, 96, [N/A], 56.25, 77
2026/04/25 12:02:55.673, 96, [N/A], 56.63, 72
2026/04/25 12:03:00.724, 96, [N/A], 51.56, 68
2026/04/25 12:03:05.776, 96, [N/A], 55.65, 72
2026/04/25 12:03:10.816, 96, [N/A], 51.38, 70
2026/04/25 12:03:15.861, 96, [N/A], 56.01, 72
2026/04/25 12:03:20.911, 96, [N/A], 54.23, 71
2026/04/25 12:03:25.964, 96, [N/A], 55.72, 71
2026/04/25 12:03:31.097, 96, [N/A], 56.70, 72
2026/04/25 12:03:36.168, 96, [N/A], 54.60, 73
2026/04/25 12:03:41.242, 96, [N/A], 57.57, 72
2026/04/25 12:03:46.327, 96, [N/A], 56.18, 72
2026/04/25 12:03:51.400, 96, [N/A], 56.35, 73
2026/04/25 12:03:56.459, 96, [N/A], 56.43, 72
2026/04/25 12:04:01.508, 96, [N/A], 56.58, 72
2026/04/25 12:04:06.550, 96, [N/A], 53.27, 68
2026/04/25 12:04:11.600, 95, [N/A], 54.39, 72
2026/04/25 12:04:16.662, 96, [N/A], 55.08, 73
2026/04/25 12:04:21.749, 96, [N/A], 55.99, 72
2026/04/25 12:04:26.820, 96, [N/A], 56.51, 72
2026/04/25 12:04:31.894, 96, [N/A], 55.11, 72
2026/04/25 12:04:36.953, 39, [N/A], 33.36, 66
2026/04/25 12:04:42.000, 96, [N/A], 57.98, 73
2026/04/25 12:04:47.069, 96, [N/A], 59.44, 73
2026/04/25 12:04:52.135, 96, [N/A], 63.57, 73
2026/04/25 12:04:57.180, 96, [N/A], 66.42, 73
2026/04/25 12:05:02.252, 96, [N/A], 60.59, 78
2026/04/25 12:05:07.332, 96, [N/A], 58.53, 74
2026/04/25 12:05:12.391, 96, [N/A], 64.31, 73
2026/04/25 12:05:17.439, 96, [N/A], 59.90, 73
2026/04/25 12:05:22.494, 96, [N/A], 64.03, 76
2026/04/25 12:05:27.574, 96, [N/A], 59.70, 74
2026/04/25 12:05:32.640, 96, [N/A], 58.39, 74
2026/04/25 12:05:37.697, 96, [N/A], 62.45, 77
2026/04/25 12:05:42.768, 96, [N/A], 59.12, 73
2026/04/25 12:05:47.884, 96, [N/A], 64.16, 75
2026/04/25 12:05:52.955, 96, [N/A], 63.84, 74
2026/04/25 12:05:57.997, 96, [N/A], 60.00, 82
2026/04/25 12:06:03.032, 96, [N/A], 59.37, 76
2026/04/25 12:06:08.096, 96, [N/A], 62.49, 73
2026/04/25 12:06:13.153, 96, [N/A], 64.33, 74
2026/04/25 12:06:18.219, 96, [N/A], 62.96, 72
2026/04/25 12:06:23.270, 96, [N/A], 58.34, 71
2026/04/25 12:06:28.323, 96, [N/A], 59.49, 78
2026/04/25 12:06:33.376, 96, [N/A], 61.38, 75
2026/04/25 12:06:38.433, 96, [N/A], 56.07, 70
2026/04/25 12:06:43.496, 96, [N/A], 65.06, 77
2026/04/25 12:06:48.657, 72, [N/A], 41.25, 73
2026/04/25 12:06:53.688, 96, [N/A], 56.76, 72
2026/04/25 12:06:58.726, 96, [N/A], 55.26, 71
2026/04/25 12:07:03.782, 96, [N/A], 56.13, 72
2026/04/25 12:07:08.834, 96, [N/A], 54.20, 69
2026/04/25 12:07:13.876, 96, [N/A], 56.22, 75
2026/04/25 12:07:18.927, 95, [N/A], 57.12, 71
2026/04/25 12:07:23.981, 96, [N/A], 60.75, 77
2026/04/25 12:07:29.021, 96, [N/A], 56.30, 73
2026/04/25 12:07:34.086, 96, [N/A], 57.48, 73
2026/04/25 12:07:39.141, 96, [N/A], 55.63, 74
2026/04/25 12:07:44.186, 96, [N/A], 55.06, 75
2026/04/25 12:07:49.245, 96, [N/A], 55.57, 73
2026/04/25 12:07:54.313, 95, [N/A], 55.29, 69
2026/04/25 12:07:59.346, 95, [N/A], 45.39, 71
2026/04/25 12:08:04.385, 96, [N/A], 58.89, 74
2026/04/25 12:08:09.439, 96, [N/A], 56.80, 74
2026/04/25 12:08:14.513, 96, [N/A], 56.62, 77
2026/04/25 12:08:19.584, 96, [N/A], 58.37, 76
2026/04/25 12:08:24.652, 96, [N/A], 60.64, 73
2026/04/25 12:08:29.694, 96, [N/A], 57.64, 72
2026/04/25 12:08:34.778, 96, [N/A], 59.00, 74
2026/04/25 12:08:39.860, 95, [N/A], 56.52, 71
2026/04/25 12:08:44.917, 96, [N/A], 59.38, 73
2026/04/25 12:08:49.964, 96, [N/A], 57.46, 75
2026/04/25 12:08:55.027, 96, [N/A], 57.03, 74
2026/04/25 12:09:00.095, 96, [N/A], 55.01, 69
2026/04/25 12:09:05.136, 96, [N/A], 60.18, 73
2026/04/25 12:09:10.175, 96, [N/A], 56.83, 74
2026/04/25 12:09:15.239, 96, [N/A], 59.04, 75
2026/04/25 12:09:20.292, 74, [N/A], 38.31, 71
2026/04/25 12:09:25.345, 96, [N/A], 57.90, 73
2026/04/25 12:09:30.419, 96, [N/A], 61.03, 76
2026/04/25 12:09:35.485, 96, [N/A], 62.10, 73
2026/04/25 12:09:40.555, 96, [N/A], 62.35, 74
2026/04/25 12:09:45.639, 96, [N/A], 59.58, 74
2026/04/25 12:09:50.704, 96, [N/A], 59.47, 75
2026/04/25 12:09:55.805, 96, [N/A], 59.00, 73
2026/04/25 12:10:00.845, 95, [N/A], 60.04, 79
2026/04/25 12:10:05.902, 96, [N/A], 55.70, 71
2026/04/25 12:10:10.959, 96, [N/A], 61.89, 75
2026/04/25 12:10:16.037, 96, [N/A], 62.40, 76
2026/04/25 12:10:21.087, 96, [N/A], 61.02, 76
2026/04/25 12:10:26.125, 95, [N/A], 62.23, 73
2026/04/25 12:10:31.181, 96, [N/A], 62.63, 75
2026/04/25 12:10:36.233, 96, [N/A], 59.78, 73
2026/04/25 12:10:41.272, 96, [N/A], 59.29, 74
2026/04/25 12:10:46.365, 96, [N/A], 59.39, 73
2026/04/25 12:10:51.405, 96, [N/A], 59.72, 79
2026/04/25 12:10:56.464, 96, [N/A], 56.65, 71
2026/04/25 12:11:01.521, 0, [N/A], 36.03, 68
2026/04/25 12:11:06.594, 96, [N/A], 54.59, 72
2026/04/25 12:11:11.645, 96, [N/A], 54.87, 72
2026/04/25 12:11:16.713, 96, [N/A], 54.75, 73
2026/04/25 12:11:21.857, 96, [N/A], 55.03, 72
2026/04/25 12:11:26.893, 96, [N/A], 55.01, 72
2026/04/25 12:11:31.964, 96, [N/A], 55.04, 73
2026/04/25 12:11:37.014, 96, [N/A], 55.01, 73
2026/04/25 12:11:42.075, 96, [N/A], 54.96, 73
2026/04/25 12:11:47.126, 96, [N/A], 54.96, 73
2026/04/25 12:11:52.195, 96, [N/A], 54.76, 74
2026/04/25 12:11:57.271, 96, [N/A], 54.84, 74
2026/04/25 12:12:02.337, 96, [N/A], 54.74, 72
2026/04/25 12:12:07.389, 96, [N/A], 34.32, 71
2026/04/25 12:12:12.439, 96, [N/A], 59.79, 73
2026/04/25 12:12:17.509, 96, [N/A], 54.76, 69
2026/04/25 12:12:22.570, 96, [N/A], 59.83, 73
2026/04/25 12:12:27.630, 96, [N/A], 59.58, 73
2026/04/25 12:12:32.710, 96, [N/A], 61.53, 73
2026/04/25 12:12:37.767, 96, [N/A], 57.15, 73
2026/04/25 12:12:42.829, 96, [N/A], 61.43, 74
2026/04/25 12:12:47.886, 96, [N/A], 57.40, 74
2026/04/25 12:12:52.962, 96, [N/A], 59.57, 73
2026/04/25 12:12:58.031, 96, [N/A], 58.90, 71
2026/04/25 12:13:03.088, 96, [N/A], 53.24, 74
2026/04/25 12:13:08.168, 96, [N/A], 53.39, 73
2026/04/25 12:13:13.250, 96, [N/A], 54.30, 71
2026/04/25 12:13:18.330, 96, [N/A], 50.88, 73
2026/04/25 12:13:23.394, 95, [N/A], 51.95, 70
2026/04/25 12:13:28.470, 96, [N/A], 49.99, 71
2026/04/25 12:13:33.532, 96, [N/A], 53.76, 72
2026/04/25 12:13:38.587, 96, [N/A], 45.04, 67
2026/04/25 12:13:43.645, 96, [N/A], 49.15, 68
2026/04/25 12:13:48.704, 96, [N/A], 49.49, 67
2026/04/25 12:13:53.757, 96, [N/A], 50.39, 71
2026/04/25 12:13:58.798, 96, [N/A], 51.76, 69
2026/04/25 12:14:03.854, 96, [N/A], 51.13, 69
2026/04/25 12:14:08.916, 96, [N/A], 50.10, 70
2026/04/25 12:14:13.965, 96, [N/A], 50.04, 70
2026/04/25 12:14:19.018, 96, [N/A], 51.42, 70
2026/04/25 12:14:24.133, 96, [N/A], 53.39, 70
2026/04/25 12:14:29.176, 96, [N/A], 54.46, 69
2026/04/25 12:14:34.237, 96, [N/A], 52.20, 69
2026/04/25 12:14:39.295, 96, [N/A], 49.27, 67
2026/04/25 12:14:44.354, 96, [N/A], 51.41, 70
2026/04/25 12:14:49.409, 96, [N/A], 51.67, 71
2026/04/25 12:14:54.458, 96, [N/A], 26.78, 69
2026/04/25 12:14:59.511, 96, [N/A], 48.86, 70
2026/04/25 12:15:04.574, 96, [N/A], 50.04, 71
2026/04/25 12:15:09.621, 96, [N/A], 51.00, 69
2026/04/25 12:15:14.658, 96, [N/A], 48.87, 73
2026/04/25 12:15:19.716, 96, [N/A], 49.72, 71
2026/04/25 12:15:24.761, 96, [N/A], 49.24, 69
2026/04/25 12:15:29.814, 96, [N/A], 47.33, 66
2026/04/25 12:15:34.876, 96, [N/A], 49.18, 71
2026/04/25 12:15:39.920, 96, [N/A], 47.31, 65
2026/04/25 12:15:44.957, 96, [N/A], 48.67, 70
2026/04/25 12:15:50.020, 96, [N/A], 49.62, 68
2026/04/25 12:15:55.091, 96, [N/A], 52.84, 72
2026/04/25 12:16:00.137, 96, [N/A], 48.88, 71
2026/04/25 12:16:05.205, 27, [N/A], 36.69, 68
2026/04/25 12:16:10.367, 96, [N/A], 53.14, 71
2026/04/25 12:16:15.403, 96, [N/A], 60.35, 70
2026/04/25 12:16:20.460, 96, [N/A], 59.65, 72
2026/04/25 12:16:25.517, 96, [N/A], 55.04, 69
2026/04/25 12:16:30.567, 96, [N/A], 57.64, 72
2026/04/25 12:16:35.610, 96, [N/A], 61.95, 72
2026/04/25 12:16:40.640, 96, [N/A], 58.60, 71
2026/04/25 12:16:45.678, 96, [N/A], 61.81, 74
2026/04/25 12:16:50.741, 96, [N/A], 62.43, 76
2026/04/25 12:16:55.802, 96, [N/A], 59.31, 71
2026/04/25 12:17:00.878, 96, [N/A], 55.15, 68
2026/04/25 12:17:05.942, 96, [N/A], 58.06, 75
2026/04/25 12:17:11.018, 96, [N/A], 58.83, 72
2026/04/25 12:17:16.084, 96, [N/A], 57.41, 75
2026/04/25 12:17:21.148, 96, [N/A], 63.88, 73
2026/04/25 12:17:26.225, 96, [N/A], 60.12, 73
2026/04/25 12:17:31.276, 96, [N/A], 59.12, 74
2026/04/25 12:17:36.322, 96, [N/A], 57.61, 77
2026/04/25 12:17:41.400, 96, [N/A], 60.36, 78
2026/04/25 12:17:46.471, 96, [N/A], 59.01, 74
2026/04/25 12:17:51.560, 96, [N/A], 63.87, 74
2026/04/25 12:17:56.611, 96, [N/A], 63.13, 74
2026/04/25 12:18:01.656, 96, [N/A], 58.57, 73
2026/04/25 12:18:06.727, 96, [N/A], 56.88, 72
2026/04/25 12:18:11.787, 96, [N/A], 60.14, 75
2026/04/25 12:18:16.860, 96, [N/A], 59.99, 75
2026/04/25 12:18:21.998, 44, [N/A], 30.32, 69
2026/04/25 12:18:27.047, 96, [N/A], 55.04, 72
2026/04/25 12:18:32.113, 95, [N/A], 53.32, 68
2026/04/25 12:18:37.157, 96, [N/A], 55.01, 73
2026/04/25 12:18:42.214, 96, [N/A], 55.68, 74
2026/04/25 12:18:47.275, 96, [N/A], 55.71, 70
2026/04/25 12:18:52.349, 96, [N/A], 55.79, 72
2026/04/25 12:18:57.409, 95, [N/A], 53.69, 69
2026/04/25 12:19:02.462, 96, [N/A], 55.03, 73
2026/04/25 12:19:07.523, 96, [N/A], 55.77, 73
2026/04/25 12:19:12.601, 96, [N/A], 55.57, 71
2026/04/25 12:19:17.642, 96, [N/A], 54.82, 74
2026/04/25 12:19:22.702, 96, [N/A], 56.09, 72
2026/04/25 12:19:27.763, 96, [N/A], 55.57, 73
2026/04/25 12:19:32.848, 96, [N/A], 56.82, 71
2026/04/25 12:19:37.919, 1, [N/A], 14.13, 64
2026/04/25 12:19:42.947, 1, [N/A], 13.41, 61
2026/04/25 12:19:47.975, 0, [N/A], 13.05, 59
